path_id	cid	compound_name	reactome_id1	pathway_name1	reactome_id2	pathway_name2	uniprot_id	gene_name
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_3151	domperidone	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_3151	domperidone	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_3151	domperidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_3151	domperidone	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_3151	domperidone	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_3168	droperidol	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P28223	CID_3168	droperidol	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P28223	HTR2A
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3333	felodipine	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_3333	felodipine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_3333	felodipine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_3333	felodipine	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_3333	felodipine	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_3333	felodipine	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3372	fluphenazine hydrochloride	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P28223	CID_3372	fluphenazine hydrochloride	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P28223	HTR2A
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_3372	fluphenazine hydrochloride	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_3372	fluphenazine hydrochloride	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_3372	fluphenazine hydrochloride	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-1430728_R-HSA-71387_R-HSA-8982491_R-HSA-70221_P0DP23	CID_3372	fluphenazine hydrochloride	R-HSA-70221	Glycogen breakdown (glycogenolysis)	R-HSA-8982491	Glycogen metabolism	P0DP23	CALM1
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390651_P21728	CID_3372	fluphenazine hydrochloride	R-HSA-390651	Dopamine receptors	R-HSA-500792	GPCR ligand binding	P21728	DRD1
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P50406	CID_3372	fluphenazine hydrochloride	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P50406	HTR6
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P08908	CID_3372	fluphenazine hydrochloride	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P08908	HTR1A
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3386	(+/-) -fluoxetine	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_3386	(+/-) -fluoxetine	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_3386	(+/-) -fluoxetine	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_3386	(+/-) -fluoxetine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_3386	(+/-) -fluoxetine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_3386	(+/-) -fluoxetine	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P28223	CID_3386	(+/-) -fluoxetine	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P28223	HTR2A
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_3386	(+/-) -fluoxetine	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_34040	nicergoline	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3559	haloperidol	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_3559	haloperidol	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-2142753_R-HSA-2142816_P05177	CID_3559	haloperidol	R-HSA-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	R-HSA-8978868	Fatty acid metabolism	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-2142753_R-HSA-2142670_P05177	CID_3559	haloperidol	R-HSA-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	R-HSA-8978868	Fatty acid metabolism	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-2142753_R-HSA-2142816_P04798	CID_3559	haloperidol	R-HSA-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	R-HSA-8978868	Fatty acid metabolism	P04798	CYP1A1
R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-2142753_R-HSA-2142670_P04798	CID_3559	haloperidol	R-HSA-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	R-HSA-8978868	Fatty acid metabolism	P04798	CYP1A1
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_3559	haloperidol	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P28223	CID_3559	haloperidol	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P28223	HTR2A
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390651_P21728	CID_3559	haloperidol	R-HSA-390651	Dopamine receptors	R-HSA-500792	GPCR ligand binding	P21728	DRD1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3676	lidocaine	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_3676	lidocaine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_3676	lidocaine	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_3676	lidocaine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_3676	lidocaine	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_3676	lidocaine	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_3676	lidocaine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_3676	lidocaine	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_3676	lidocaine	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-6807070_R-HSA-8948751_P25786	CID_387447	bortezomib	R-HSA-8948751	Regulation of PTEN stability and activity	R-HSA-1257604	PIP3 activates AKT signaling	P25786	PSMA1
R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5658442_P25786	CID_387447	bortezomib	R-HSA-5658442	Regulation of RAS by GAPs	R-HSA-5684996	MAPK1/MAPK3 signaling	P25786	PSMA1
R-HSA-162582_R-HSA-195721_R-HSA-3858494_R-HSA-4086400_R-HSA-4608870_P25786	CID_387447	bortezomib	R-HSA-4608870	Asymmetric localization of PCP proteins	R-HSA-3858494	Beta-catenin independent WNT signaling	P25786	PSMA1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878171_R-HSA-8939236_P25786	CID_387447	bortezomib	R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	R-HSA-212436	Generic Transcription Pathway	P25786	PSMA1
R-HSA-162582_R-HSA-157118_R-HSA-9013694_R-HSA-9604323_P25786	CID_387447	bortezomib	R-HSA-9604323	Negative regulation of NOTCH4 signaling	R-HSA-9013694	Signaling by NOTCH4	P25786	PSMA1
R-HSA-162582_R-HSA-5683057_R-HSA-5687128_P25786	CID_387447	bortezomib	R-HSA-5687128	MAPK6/MAPK4 signaling	R-HSA-5687128	MAPK6/MAPK4 signaling	P25786	PSMA1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P25786	CID_387447	bortezomib	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P25786	PSMA1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878159_R-HSA-8941858_P25786	CID_387447	bortezomib	R-HSA-8941858	Regulation of RUNX3 expression and activity	R-HSA-212436	Generic Transcription Pathway	P25786	PSMA1
R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-6807070_R-HSA-8948751_P20618	CID_387447	bortezomib	R-HSA-8948751	Regulation of PTEN stability and activity	R-HSA-1257604	PIP3 activates AKT signaling	P20618	PSMB1
R-HSA-162582_R-HSA-5683057_R-HSA-5684996_R-HSA-5673001_R-HSA-5658442_P20618	CID_387447	bortezomib	R-HSA-5658442	Regulation of RAS by GAPs	R-HSA-5684996	MAPK1/MAPK3 signaling	P20618	PSMB1
R-HSA-162582_R-HSA-195721_R-HSA-3858494_R-HSA-4086400_R-HSA-4608870_P20618	CID_387447	bortezomib	R-HSA-4608870	Asymmetric localization of PCP proteins	R-HSA-3858494	Beta-catenin independent WNT signaling	P20618	PSMB1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8939902_P20618	CID_387447	bortezomib	R-HSA-8939902	Regulation of RUNX2 expression and activity	R-HSA-212436	Generic Transcription Pathway	P20618	PSMB1
R-HSA-162582_R-HSA-157118_R-HSA-9013694_R-HSA-9604323_P20618	CID_387447	bortezomib	R-HSA-9604323	Negative regulation of NOTCH4 signaling	R-HSA-9013694	Signaling by NOTCH4	P20618	PSMB1
R-HSA-162582_R-HSA-5683057_R-HSA-5687128_P20618	CID_387447	bortezomib	R-HSA-5687128	MAPK6/MAPK4 signaling	R-HSA-5687128	MAPK6/MAPK4 signaling	P20618	PSMB1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878171_R-HSA-8939236_P20618	CID_387447	bortezomib	R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	R-HSA-212436	Generic Transcription Pathway	P20618	PSMB1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878159_R-HSA-8941858_P20618	CID_387447	bortezomib	R-HSA-8941858	Regulation of RUNX3 expression and activity	R-HSA-212436	Generic Transcription Pathway	P20618	PSMB1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3883	lansoprazole	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_3883	lansoprazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_3883	lansoprazole	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_3883	lansoprazole	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_3883	lansoprazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_3883	lansoprazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_3883	lansoprazole	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_3883	lansoprazole	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_392622	ritonavir	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_392622	ritonavir	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_392622	ritonavir	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_392622	ritonavir	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_392622	ritonavir	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_392622	ritonavir	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_392622	ritonavir	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_392622	ritonavir	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_392622	ritonavir	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-159418_P46721	CID_392622	ritonavir	R-HSA-159418	Recycling of bile acids and salts	R-HSA-8957322	Metabolism of steroids	P46721	SLCO1A2
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_392622	ritonavir	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3955	loperamide hydrochloride	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_3955	loperamide hydrochloride	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_3955	loperamide hydrochloride	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_3955	loperamide hydrochloride	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_3955	loperamide hydrochloride	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_3955	loperamide hydrochloride	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-1430728_R-HSA-71387_R-HSA-8982491_R-HSA-70221_P0DP23	CID_3955	loperamide hydrochloride	R-HSA-70221	Glycogen breakdown (glycogenolysis)	R-HSA-8982491	Glycogen metabolism	P0DP23	CALM1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_3957	loratadine	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_3957	loratadine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_3957	loratadine	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_3957	loratadine	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_3957	loratadine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_3957	loratadine	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5663220_P68371	CID_4030	mebendazole	R-HSA-5663220	RHO GTPases Activate Formins	R-HSA-195258	RHO GTPase Effectors	P68371	TUBB4B
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P68371	CID_4030	mebendazole	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P68371	TUBB4B
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5663220_Q71U36	CID_4030	mebendazole	R-HSA-5663220	RHO GTPases Activate Formins	R-HSA-195258	RHO GTPase Effectors	Q71U36	TUBA1A
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_Q71U36	CID_4030	mebendazole	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	Q71U36	TUBA1A
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_441207	digitoxin	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_441207	digitoxin	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_441207	digitoxin	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-159418_P46721	CID_441207	digitoxin	R-HSA-159418	Recycling of bile acids and salts	R-HSA-8957322	Metabolism of steroids	P46721	SLCO1A2
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_P05108	CID_441207	digitoxin	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	P05108	CYP11A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-196071_R-HSA-196108_P05108	CID_441207	digitoxin	R-HSA-196108	Pregnenolone biosynthesis	R-HSA-8957322	Metabolism of steroids	P05108	CYP11A1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_4474	nicardipine	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_4474	nicardipine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_4474	nicardipine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_4474	nicardipine	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_4474	nicardipine	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_4474	nicardipine	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_4485	nifedipine	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
